name,productUrl,imageUrl,originalPrice,DiscountedPrice,Discount,ratingScore,review,description,categories,itemId,itemSoldCntShow,sellerName,sellerId,brandId,brandName,location
Nestle NAN Sensitive Specialized Infant Formula 800G (For Colic),,https://sg-live-01.slatic.net/p/7ddc760a08755f9cc89f9b817734379c.jpg,,64.79,,4.8901098901098905,91,"NAN Sensitive is a starter formula enriched with nutrients your baby needs to support his growth and development. It is scientifically formulated with L.reuteri probiotics, reduced lactose and OPTIPRO H.A. , a unique blend of whey proteins which are partially hydrolyzed – broken down into 10 times smaller pieces, made gentle for babies. L.reuteri Probiotics- Suppresses the growth of potentially harmful bacteria and helps maintain a healthy digestive system. Reduced Lactose - The lactose level is 25-percent less than that in other partially hydrolysed whey protein formulas. OPTIPRO H.A. Optimised Hypoallergenic Protein Blend - partially hydrolysed protein into pieces, 10 times smaller, made gentle for babies. DHA & ARA - important building blocks for the development of the brain and eyes. Iron & Zinc - help support your child's natural defences.","[8706, 10100747, 8708, 8710]",303930111,3k+ sold,RedMart,1000008313,71490,Nestle NAN,Singapore
Enfamil A+ Stage 1 Gentlease Infant Formula Baby Milk Powder (0-12M) 800G,,https://sg-live-01.slatic.net/p/46a11e95049df1a994ce13d3cc118d75.jpg,,78.31,,4.899497487437186,199,"• * Important Notice: Breast milk is the best for babies. The World Health Organisation recommends exclusive breastfeeding for the first six months of life. Unnecessary introduction of bottle feeding or other food and drinks will have a negative impact on breastfeeding. After six months of age, infants should receive age-appropriate foods while breastfeeding continues for up to two years of age or beyond. Consult your doctor before deciding to use infant formula or if you have difficulty breastfeeding. • At Mead Johnson, we focused primarily on paediatric nutrition and commitment to paediatric nutrition research and innovation over the years. With over 100 years experience in paediatric nutrition, Mead Johnson Nutrition has designed Enfamil Pro A+ Gentlease. • Enfamil Pro A+ Gentlease contains: • Partially Hydrolyzed Protein (PHP) • 20mgΔ DHA • 25mgΔ ARA • ΔPer 100kcal","[8706, 10100747, 8708, 8710]",303926244,6k+ sold,RedMart,1000008313,52732,Enfamil,Singapore
Heinz Baby Foods Strawberry/Apple And Passionfruit Pouch Baby Food,,https://sg-live-01.slatic.net/p/a6f2f9cc08b565e9bc0b9be4aa7708eb.jpg,,3.15,,4.895522388059701,67,"Heinz Baby Food Pouch range - made from our kitchen in Country Victoria. A delicious snack of apple, strawberry and passionfruit available in a handy portable pouch. Product of Australia. Imported by RedMart.","[8706, 10100747, 8718, 8722]",303048935,6k+ sold,RedMart,1000008313,166641,Heinz Baby Foods,Singapore
Bubs Organic Grass Fed Stage 4 Junior Nutrition Drink 800G Baby Formula,,https://sg-live-01.slatic.net/p/1397cac815b8d6193cdb073a7402e0ea.jpg,,46.32,,4.882352941176471,34,"Bubs® Organic Grass Fed Junior Nutrition Drink Stage 4 is exclusively formulated for children aged 3 – 12 years. Bubs® is Australia’s FIRST Organic 365-day Grass-Fed Cows Milk Formula. Organic Cows Milk Dual Organic Certification 365 days pasture fed Prebiotic and Probiotics for digestive health Iron and Iodine to support cognitive function Zinc and Vitamin C to support immune system function Essential vitamins and minerals DHA + ARA With a natural vanilla flavour Made in Australia Derived from nature, made with certified organic milk from 365-day grass fed cows, Bubs® junior nutrition drink is enriched with essential nutrients to support children's growing bodies.","[8706, 10100747, 8708, 8712]",1693188180,1k+ sold,RedMart,1000008313,110320414,Bubs Organic,Singapore
Hipp Organic Infant Milk Baby Formula,,https://sg-live-01.slatic.net/p/5a05336b15da73d75bab481d854ae4b1.jpg,,20.27,,4.882352941176471,17,Hipp Organic infant milk formula for infants from birth to 6 months. HiPP Organic top quality with the best nature has to offer.,"[8706, 10100747, 8708, 8710]",1503602119,1k+ sold,RedMart,1000008313,95277,Hipp,Singapore
Wakodo Sweet Potato And Pumpkin And Simmered Codfish And Vegetables 2 Pack Rice Porridge 2 Pack (7+ Months),,https://sg-live-01.slatic.net/p/49db0bfc067bb4f8ccc42997d73b4376.jpg,,8.07,,4.885714285714286,35,Rice Porridge with Sweet Potato & Pumpkin and Western Style Simmered Codfish & Vegetables(+7months).,"[8706, 10100747, 8718, 8720]",304988508,1k+ sold,RedMart,1000008313,63774,Wakodo,Singapore
Simply Natural Organic Quick Rolled Oats - Simply Natural by Zenxin,,https://sg-live-01.slatic.net/p/3b68289b8bdec7c4aef47c34b0552de6.jpg,,5.9,,4.882352941176471,17,"Organic Rolled oats are traditionally dehulled organic oat groats, that have steamed to denature the enzymes and rolled into flat flakes under heavy rollers.This Simply Natural Oats is produced from prime Australian milling oats which is 100% organic whole grains oats, and has typical oatens flavour, colour and aroma, free of preservative and additives.","[8706, 10100747, 8718, 8720]",304268609,1k+ sold,RedMart,1000008313,57716,Simply Natural,Singapore
Organix Goodies Organic Animal Biscuits Baby Food Snack,,https://sg-live-01.slatic.net/p/69725a60501351f9cb2c5e8018bd6333.jpg,8.05,6.44,20% Off,4.888888888888889,189,No junk promise. No artificial colours or flavours. No hydrogenated fat. No added salt. Suitable for vegetarians Organic Animal Biscuits containing organic wholegrain wheat flour and sweetened only with organic grape juice. Sweetened only with grape juice our fun shaped animal biscuits are a tasty treat for your little one.,"[8706, 10100747, 8718, 8721]",301140633,"9,999+ sold",RedMart,1000008313,27851,Organix,Singapore
Hipp Organic Stage 2 Follow-On Baby Formula,,https://sg-live-01.slatic.net/p/8dc47f1f9ffac8f6c3b1eb10bc7e96f5.jpg,,18.07,,4.88,7,(Product packaging may vary due to change in packaging) Exceeds EU's organic standards. GMO-free. Natural omega-3 fatty acids from organic ingredients. Easy to digest and provides age-appropriate satiety. Iron-enriched. Natural calcium. High quality protein from organic milk. Valuable nutrients for growth and development.,"[8706, 10100747, 8708, 8711]",301130944,5k+ sold,RedMart,1000008313,95277,Hipp,Singapore
Enfamil Pro A+ Stage 2 Infant baby Milk Powder Formula (6M+) 800G,,https://sg-live-01.slatic.net/p/f2344c01b793af44910b47fb028775fb.jpg,,67.21,,4.87719298245614,57,"* Important Notice: Breast milk is the best for babies. The World Health Organisation recommends exclusive breastfeeding for the first six months of life. Unnecessary introduction of bottle feeding or other food and drinks will have a negative impact on breastfeeding. After six months of age, infants should receive age-appropriate foods while breastfeeding continues for up to two years of age or beyond. Consult your doctor before deciding to use infant formula or if you have difficulty breastfeeding. At Mead Johnson, we focused primarily on paediatric nutrition and commitment to paediatric nutrition research and innovation over the years. With over 100 years experience in paediatric nutrition, Mead Johnson Nutrition has designed Enfamil Pro A+ Stage 2. Enfamil Pro A+ Stage 2 contains: ✓ 2’-FL ✓ DHA and ARA ✓ PDX and GOS","[8706, 10100747, 8708, 8711]",1611772990,2k+ sold,RedMart,1000008313,52732,Enfamil,Singapore
Frisolac Gold Stage 1 with 2'-FL 900G - for Newborn 0-6 months - Baby Milk Powder Formula,,https://sg-live-01.slatic.net/p/3e61525d2baf32407406586288121741.jpg,,68.62,,4.871287128712871,101,"• For Infants from 0 to 6 months. • With NOVAS Signature Milk from our own farms in the Netherlands. • High quality milk through our dairy science expertise. • LockNutri is an advanced process technology that locks in milk protein structure in its natural form. • Contains 2'-FL, GOS, DHA, AA, Nucleotides. Important notice: Breast milk is the best for babies. The World Health Organisation recommends exclusive breastfeeding for the first six months of life. Unnecessary introduction of bottle feeding or other food and drinks will have a negative impact on breastfeeding. After six months of age, infants should receive age-appropriate foods while breastfeeding continues for up to two years of age or beyond. Consult your doctor before deciding to use infant formula or if you have difficulty breastfeeding.","[8706, 10100747, 8708, 8710]",783632774,2k+ sold,RedMart,1000008313,30438,Frisolac,Singapore
Wakodo Roasted Barley Tea,,https://sg-live-01.slatic.net/p/7a466bd299b38616295a5dbd41e4063d.jpg,,7.31,,4.866666666666666,15,"A barley tea for infants with low-bitterness and mild taste by using rich-flavored barley abundantly. This is a decaffeinated and noncaloric product, so it is suitable for daily water supply.","[8706, 10100747, 8718, 8719]",305096385,2k+ sold,RedMart,1000008313,63774,Wakodo,Singapore
Nature One Dairy Student Nutritional Milk Formula 900G,,https://sg-test-11.slatic.net/p/32a4602e2988e04b8ef0a87cf095368e.jpg,,32.8,,4.878787878787879,33,"Student Nutritional Formula is specially formulated with additional B Vitamins, zinc and DHA. B Vitamins promotes memory and concentration, helping your school-going children in their studies, boost their energy level, and prevents fatigue, weakness and irritability. One of the major building blocks of the brain, the omega-3 fatty acid docosahexaenoic acid (DHA) is critical for optimal brain health and supports mental function of children and adults throughout life. Zinc has a crucial role in regulating how neurons communicate with one another, affecting how memories are formed and how we learn. Zinc also supports proper growth as deficiency can result in adolescents suffering from mild anaemia, short stature and delayed sexual maturation.","[8706, 10100747, 8708, 8712]",305082222,741 sold,RedMart,1000008313,153330,Nature One Dairy,Singapore
Wakodo Simmered Vegetables & Sea bream in Acqua Pazza Style Soup,,https://sg-live-01.slatic.net/p/1ca3b0d38eaf3045c177470505a2fc43.jpg,,5.9,,4.869565217391305,23,It has a rich flavor that is packed with the umami of vegetables and sea bream.,"[8706, 10100747, 8718, 8720]",305056837,1k+ sold,RedMart,1000008313,63774,Wakodo,Singapore
Similac Mum Vanilla Maternal Milk Powder 900G,,https://sg-test-11.slatic.net/p/19f1ccb4f27b0fd9ea95ff464a78b4d9.jpg,,34.1,,4.862745098039215,51,"Similac Mum is the only maternal milk that is scientifically studied among pregnant and breastfeeding mothers1‡. Similac Mum now has an improved EyeQ Plus nutrition system with Natural Vitamin E & Lutein, along with DHA, a building block for your baby's brain & eyes. Similac Mum is the lowest in fat* and the most complete* maternal milk with 27 essential vitamins and minerals, and prebiotic (FOS). Similac Mum is also a low GI maternal milk that is suitable for pregnant women with gestational diabetes.+","[8706, 10100747, 8708, 8709]",303340530,1k+ sold,RedMart,1000008313,52845,Similac,Singapore
Isomil ® Stage 3 Soy Growing-Up Formula 850G (1-10 years),,https://sg-test-11.slatic.net/p/03f4fca7e4311413362cb40b85919f4c.jpg,64.85,60.96,6% Off,4.873720136518771,293,"Isomil Stage 3 Soy Growing-Up Formula contains Advance Eye Q-Plus system of nutrients to support brain, eye and physical development, Immunity ingredients to support a healthy digestive system and cell function, and ProCalci Formulation fortified with calcium for development of strong bones and teeth.","[8706, 10100747, 8708, 8712]",301178131,"9,999+ sold",RedMart,1000008313,31702,Isomil,Singapore
Gerber Blueberry Puffs 42G - From 8 Months,,https://sg-test-11.slatic.net/p/985fae9e12f500240ab0e707cb1414a2.jpg,,7.41,,4.875432525951557,289,"As your baby grows into toddlerhood, about 25 percent of his or her calories will come from snacks. Graduates Puffs are a great way to make every bite count by providing vitamin E, iron and zinc. Graduate Puffs are puffed grains with real fruit and naturally flavored with other natural flavors.","[8706, 10100747, 8718, 8720]",301172276,"9,999+ sold",RedMart,1000008313,31324,Gerber,Singapore
Hipp Organic Milk and Cereal Fruit Yogurt,,https://sg-live-01.slatic.net/p/386757601c9d3a192d6fc2374f0e3ab4.jpg,,8.65,,4.869565217391305,23,"HiPP organic milk and cereal paps contain selected, easily digestible organic cereals and vitamin B1, vital for the function of the nervous system. HiPP organic milk paps also contain age-appropriate follow-on milk, iron, calcium & vitamin D, iodine and zinc. HiPP organic milk paps are easily prepared with water. HiPP organic milk and cereal Fruit Yogurt is made with no added sugar and with age-appropriate milk. This milk cereal pap is reccomended for feeding any time of the day. This milk cereal is an ideal meal for babies receiving weaning food. It is suitable from the 8th Month. What we leave out: added sugars, juice concentrate, synthetic flavouring, coloring agents, added preservatives","[8706, 10100747, 8718, 8720]",301168113,1k+ sold,RedMart,1000008313,95277,Hipp,Singapore
Anmum Materna Milk Powder Plain Milk Powder,,https://sg-test-11.slatic.net/p/5a3f7b14977a3fff50f87d8dae3e5369.jpg,,25.69,,4.873015873015873,63,"Anmum Materna Milk Powder is a maternal milk formula, specially formulated to support the nutritional needs of expecting mums and their developing baby. Fortified with a rich source of GA and Phospholipids from MFGM, it is also the only maternal milk that has no added sugar. Materna also contains folate that has been clinically-tested to raise folate status to a level that is expected to reduce the risk of NTDs. With just 2 glasses a day, Anmum Materna gives you important nutrients you need to support you and your developing baby.","[8706, 10100747, 8708, 8709]",301166302,1k+ sold,RedMart,1000008313,88287,Anmum,Singapore
Dumex Dugro Stage 5 Growing Up Baby Formula (700G),,https://sg-live-01.slatic.net/p/0cc27a4f0f07d9e30db78f4bd258e936.jpg,,21.7,,4.857142857142857,56,"Contains DHA and recommended vitamins and minerals crucial to the healthy development of your child. Nutrigro: Calcium, Vitamin D3, Iron, Magnesium and Zinc (Support physical growth and development). Nutrigest: Prebiotics (Promotes the growth of good Bifidus bacteria to help maintain a healthy digestive system). Nutrintel: DHA, ARA, Taurine and Choline (Support brain development). Sucrose-free.","[8706, 10100747, 8708, 8712]",301130489,1k+ sold,RedMart,1000008313,30360,Dumex,Singapore
NESTLE LACTOGEN Stage 2 Follow-Up Milk 1.8KG - From 6 Months,,https://sg-live-01.slatic.net/p/64a1e7d0891668c82c6a3680bab640ac.jpg,,36.93,,4.875,103,LACTOGEN Comfortis Follow Up Formula Step 2 contains the following nutrients: Omega 3 and 6DHALactobacillus reuteriMagnesiumIron.,"[8706, 10100747, 8708, 8711]",301116585,2k+ sold,RedMart,1000008313,167021,NESTLE LACTOGEN,Singapore
BebeCook My First Jumbo Brown Rice Sticks (Sweet Potato) 30G,,https://sg-live-01.slatic.net/p/a2d0e058ae61f1da5f674f09644ed038.jpg,,7.9,,4.857142857142857,14,"BeBecook My First Jumbo Brown Rice Sticks are healthy, delicious and simply fun to eat for the little one. Packed with the goodness of great tasting premium organic Korean brown rice, the oil-free rice sticks are also naturally coloured and flavoured with fruit/veg ingredients. Slim and long(14cm) stick design facilitates easy grip, self-feeding and keeps your baby engaged longer! Enriched with Calcium and Vitamin B1. No artificial additives (flavouring, colouring and seasoning). Comes in a resealable and portable pouch. Safe and clean production under HACCP system. Made in South Korea. Suitable from 6 months. Net Weight: 30g.","[8706, 10100747, 8718, 8722]",2018316998,864 sold,RedMart,1000008313,110406,BebeCook,Singapore
Bubs Organic Australian Goat Milk Infant Formula Stage 1 800G,,https://sg-live-01.slatic.net/p/c85a899af5e37a55fb1c52a6775789cb.jpg,42.28,16.91,60% Off,4.857142857142857,63,"Bubs Goat Milk Stage 1 Formula is exclusively formulated for tiny tummies aged 0 to 6 months. Our Goat Milk Stage 1 Formula, which uses fresh Australian Goat Milk, includes Omega 3 (DHA), Omega 6 (ARA), and Prebiotics (GOS). Goat milk naturally supports gentle digestion and may be a good alternative for formula fed babies with sensitive tummies. Bubs premium formulation contains DHA and ARA from plants for improved taste.","[8706, 10100747, 8708, 8710]",1693197138,1k+ sold,RedMart,1000008313,110320414,Bubs Organic,Singapore
MommyJ Baby Step 5 Super-Grain for 18+ months (900G),,https://sg-live-01.slatic.net/p/22aab58ce2dd7b423eeba075640596cd.jpg,,14.5,,4.857142857142857,11,"STEP 5 Baby Super-Grain is formulated specially for 18+ months toddler. Super-Grain is excellent for toddlers because it helps strengthen immune system, promote child overall development, improve intelligence and prevent allergic skin diseases. STEP 5 contains Natural Pearl Brown Rice, with only its rice husk being removed and retains cereal germ & endothelium. The cereal germ is extremely good for toddler’s immune system, bone development, brain development, prevent allergic skin diseases and many more.","[8706, 10100747, 8718, 8720]",852564089,1k+ sold,RedMart,1000008313,153285,MommyJ,Singapore
Nestle NAN A.R. Special Infant Formula 400G (For Frequent Spit Up),,https://sg-live-01.slatic.net/p/a37643a8173e8e59eab0fbb05e08f907.jpg,,39.73,,4.857142857142857,42,"NAN A.R. is a food for special medical purposes, especially designed for the dietary management of spitting up. It is suitable for use from birth onwards to provide your baby with the nutrients essential for growth and development. NAN A.R. contains L. reuteri probiotic cultures and is thickened with starch that contribute to the reduction of spitting up. In combination with OPTIPRO H.A., a unique partially hydrolyzed protein blend, which is easy to digest and made gentle for babies, NAN A.R. helps to tide babies through turbulence time. For use under medical supervision only. Contra-indications: Not intended for use in case of declared cow's milk protein allergy (or if suspected). Not intended for parenteral use. Please consult your doctor before usage.","[8706, 10100747, 8708, 8710]",423070199,1k+ sold,RedMart,1000008313,71490,Nestle NAN,Singapore
Gerber Organic Oatmeal Cereal 227G - From 6 Months,,https://sg-test-11.slatic.net/p/212f33555a6c22359177e7c52a4ff1b6.jpg,,11.45,,4.860557768924303,251,"When your baby is ready to start solids, try the GERBER Organic Cereal - Oatmeal. It has iron to help support cognitive & a normal immune system development as well as Calcium, Vitamins C and 6 B Vitamins for overall growth & development. USDA Certified Organic & made with Non-GMO (not made with genetically engineered) ingredients, Gerber delivers high quality infant cereals that are trusted by moms all over the world.","[8706, 10100747, 8718, 8720]",303836512,"9,999+ sold",RedMart,1000008313,31324,Gerber,Singapore
Dumex Dugro Stage 4 Growing Up Baby Formula (700G),,https://sg-test-11.slatic.net/p/d310b008690555536222d2ccd15eeaae.jpg,,21.9,,4.857142857142857,98,"Contains DHA and recommended vitamins and minerals crucial to the healthy development of your child. Nutrigro: Calcium, Vitamin D3, Iron, Magnesium and Zinc (Support physical growth and development). Nutrigest: Prebiotics (Promotes the growth of good Bifidus bacteria to help maintain a healthy digestive system). Nutrintel: DHA, ARA, Taurine and Choline (Support brain development). Sucrose-free.","[8706, 10100747, 8708, 8712]",301118607,3k+ sold,RedMart,1000008313,30360,Dumex,Singapore
Hipp Combiotic Organic Infant Milk Baby Formula,,https://sg-live-01.slatic.net/p/dfa04ddb4b5239bcc2c6c4abc9b2d1f8.jpg,,60.11,,4.846153846153846,39,"HiPP Combiotic Organic infant milk formula for infants from birth to 6 months, contains a unique blend of prebiotics and probiotics to aid in your child's digestion. HiPP Organic top quality with the best nature has to offer.","[8706, 10100747, 8708, 8710]",1503552710,2k+ sold,RedMart,1000008313,95277,Hipp,Singapore
Nature One Dairy ® Premium Newborn Formula Step 1 900G Baby Formula,,https://sg-live-01.slatic.net/p/9534b8d2db55329ff50586f91ec15df2.jpg,,34.9,,4.848484848484849,198,"Breast milk is the best for babies. Nature One Dairy fully recognises breast milk’s primacy, value and superiority and supports breastfeeding as recommended by the WHO.","[8706, 10100747, 8708, 8710]",305088468,6k+ sold,RedMart,1000008313,153330,Nature One Dairy,Singapore
Wakodo Baby Snacks +Ca Spinach And Komatsuna Japanese Rice Crackers (7+ Months),,https://sg-live-01.slatic.net/p/f1def41e966abab2e8d8cfd9a481ed71.jpg,,5.95,,4.84375,32,"Baby's snack + Ca calcium crackers. Using Japanese rice, shrimp, the taste of rice It is rice cracker which makes it super delicious! Soft texture that easily melts in the mouth. Size that is perfect for babies to grab hands-on. Fortified with Calcium and iron required for raising a healthy and strong child.","[8706, 10100747, 8718, 8721]",304996204,3k+ sold,RedMart,1000008313,63774,Wakodo,Singapore
Apple Monkey Organic Rice Crackers Blueberry Strawberry,,https://sg-test-11.slatic.net/p/6d5faf824c6ad026e8db8c6dee97214c.jpg,,6.26,,4.846153846153846,26,"Apple Monkey Organic Rice Cracker are a meltable, baked snack for your little gum seekers.","[8706, 10100747, 8718, 8721]",304044998,1k+ sold,RedMart,1000008313,58049,Apple Monkey,Singapore
Isomil ® Stage 1 Soy Growing-Up Formula 850G (0-12 months),,https://sg-live-01.slatic.net/p/e14009ae49302d701350252dd5dee573.jpg,,68.17,,4.842105263157895,76,"EyeQ Plus. Intelli-Pro. With Lutein, DHA and AA. Lactose Free. Cow Milk Protein Free. Suitable for Vegetarians. Use with medical supervision.","[8706, 10100747, 8708, 8710]",303910486,3k+ sold,RedMart,1000008313,31702,Isomil,Singapore
Nestle NAN ExpertPro Lactose Free Special Infant Formula 400G (For Lactose Intolerance),,https://sg-live-01.slatic.net/p/4325b9eb0cc1ed8b890893c2e50d51d3.jpg,,32.49,,4.8352941176470585,85,"NAN Lactose Free is a food for special medical purposes, specially designed for children who are intolerant to lactose. Lactose Free - contains carbohydrate with low osmolality, suitable for those who are intolerant to lactose. L.retueri Probiotic - active probiotic cultures which can supress/fight against harmful bacteria in the digestive system, thereby helping to maintain a healthy digestive system. DHA & ARA- important building blocks for development of the brain and eyes in infant. NAN Lactose Free is suitable for use as sole source of nutrition from birth up to 6 months of age when lactose free elimination diet is required.","[8706, 10100747, 8708, 8710]",303894835,4k+ sold,RedMart,1000008313,71490,Nestle NAN,Singapore
Dumex Mamil Gold Stage 1 Infant Newborn Baby Milk Formula 850G,,https://sg-live-01.slatic.net/p/27c2dc4e0934c6308af9e7729f4ed8de.jpg,,62.15,,4.846153846153846,64,"Breast milk is the best for babies. The World Health Organisation recommends exclusive breastfeeding for the first six months of life. Unnecessary introduction of bottle feeding or other food and drinks will have a negative impact on breastfeeding. After six months of age, infants should receive age-appropriate foods while breastfeeding continues for up to two years of age or beyond. Consult your doctor before deciding to use infant formula or if you have difficulty breastfeeding. A newly enhanced formula that is naturally sourced and made from milk produced by free roaming grass-fed cows. Designed by experts and co-created with a community of mothers, it is free from genetically modified organisms (GMOs) and colourings. Specially formulated with unique prebiotic blend (GOS/lcFOS in ratio 9:1). Made in Europe.","[8706, 10100747, 8708, 8710]",303890892,1k+ sold,RedMart,1000008313,30360,Dumex,Singapore
NESTLE CERELAC Plain Rice Without Milk Infant Cereal 200G - From 6 Months,,https://sg-test-11.slatic.net/p/825bd6c56a520b2afcf6364f857d644c.jpg,,4.89,,4.848039215686274,204,"BIFIDUS BL probiotics CERELAC is the first and only infant cereals with BIFIDUS BL probiotics helps to fight against harmful bacteria, thereby maintaining a healthy digestive system. An important building block for brain and eye development (for children up to 3 years of age).Iron Each serving contains more than 50-percent of daily iron intake. Iron is an important component of red blood cells which carry oxygen to all parts of the body to help the body's production of energy. Vitamin C Helps your baby's body to absorb iron from food. Made with Baby Grade ingredients, nutrition and quality We know the farmers that grow the ingredients specially for baby. We carefully select the ingredients that meet strict requirements on food safety norms, and we perform up to 100 controls and checks along the entire process to guarantee safety and quality of the baby food products. No added preservatives We naturally prepare our baby food with no added preservatives to help support baby's growth and development. This means just pure goodness! What is the Cereal Hydrolyzed Enzymatically (CHE) advantage CHE is a unique Nestle process which uses enzymes to break down complex carbohydrates into smaller units to allow easier digestion and better absorption of nutrients, and a smooth texture for easy mixing during preparation. It also enhances the taste of the cereal. Health Promotion Board Recommended Daily Allowance (RDA) for iron is 7mg for a 7-12months old baby. 1 serving of CERELAC (50g of cereal powder + 150ml of warm water) provides 5mg of iron.","[8706, 10100747, 8718, 8720]",301186162,9k+ sold,RedMart,1000008313,166381,NESTLE CERELAC,Singapore
Frisolac Gold Stage 1 with 2'-FL - for Newborn 0-6 months - Baby Milk Powder Formula(400G),,https://sg-live-01.slatic.net/p/b030bbbae11c9eb2fdef08345bddc2b4.jpg,,32.19,,4.822222222222222,45,"• For Infants from 0 to 6 months. • With NOVAS Signature Milk from our own farms in the Netherlands. • High quality milk through our dairy science expertise. • LockNutri is an advanced process technology that locks in milk protein structure in its natural form. • Contains 2'-FL, GOS, DHA, AA, Nucleotides. Important notice: Breast milk is the best for babies. The World Health Organisation recommends exclusive breastfeeding for the first six months of life. Unnecessary introduction of bottle feeding or other food and drinks will have a negative impact on breastfeeding. After six months of age, infants should receive age-appropriate foods while breastfeeding continues for up to two years of age or beyond. Consult your doctor before deciding to use infant formula or if you have difficulty breastfeeding.","[8706, 10100747, 8708, 8710]",783686130,1k+ sold,RedMart,1000008313,30438,Frisolac,Singapore
Aptamil with Pronutra+ Growing-Up Milk Formula Stage 4,,https://sg-test-11.slatic.net/p/ecd7c332bbc915d5c259b60a048410d2.jpg,,35.65,,4.818181818181818,33,"Aptamil Growing Up milk Stage 4 is nutritionally tailored to your toddlers stage of development. Aptamil Growing Up milk 2-3 years contains Pronutra+, our unique blend of GOS/FOS, LCPs, vitamins A, C, D and iron. GOS/FOS Our unique blend of Galacto- and Fructo-oligosaccharides (special carbohydrates). Long chain polyunsaturated fatty acids (LCPs) Omega 3 LCPs (fatty acids). Vitamin A, C, D and Iron. Vitamin D is important for normal bone development, while iron helps support normal cognitive development. ALLERGY ADVICE: Contains milk, fish and soya.","[8706, 10100747, 8708, 8712]",304984333,1k+ sold,RedMart,1000008313,37214,Aptamil,Singapore
Hipp Organic Baby Cereal 100% Multigrain,,https://sg-live-01.slatic.net/p/00b1d8df72e4a0599d43e1b3fdfc3332.jpg,,7.97,,4.813084112149533,106,"HiPP 100% Multigrain is an all natural baby cereal made with pure multigrains and no added sugars. It is a non-gmo product. HiPP 100% Multigrain comes in a eco-friendly packaging and is made in a carbon-neutral HiPP production facility. HiPP organic seal gurantees the highest quality standards, which even exceed those of the EU.","[8706, 10100747, 8718, 8720]",301146489,9k+ sold,RedMart,1000008313,95277,Hipp,Singapore
EnfaGrow Pro A+ Stage 4 Milk Powder Formula for Children DHA+ (4-6Y) 1.65kG,,https://sg-test-11.slatic.net/p/421eb20ec8c4d370a02e37083e6227fb.jpg,,91.84,,4.802816901408451,71,"""- With over 100 years of experience in pediatric nutrition, Mead Johnson Nutrition has scientifically formulated Enfagrow Pro A+ Stage 4 with a unique blend of nutrients that are important for overall mental and physical development. - Milk Fat Globule Membrane (MFGM) is a natural source of phospholipids and sphingomyelin - Formulated with DHA Plus to help meet recommended daily DHA intake*. - Choline helps support overall mental functioning - Taurine helps to support overall mental and physical development - With 2’-FL. Complemented with Iron and Zinc that help support your child’s natural defenses. - Prebiotic (FOS) promotes the growth of good Bifidus bacteria to help maintain a healthy digestive system - No added sucrose *FAO/WHO recommends daily dietary intake of 100-150mg DHA+EPA for children 4 years old and above. Reference: FAO 2010. Fats and fatty acids in human nutrition. Report of an expert consultation. FAO Food and Nutrition Paper no. 91. FAO:Rome.""""""","[8706, 10100747, 8708, 8712]",1832864865,3k+ sold,RedMart,1000008313,53111,Enfagrow,Singapore
BebeCook My First Duo-Flavour Rice Rusk (Spinach) 30G,,https://sg-live-01.slatic.net/p/eaf9823702dc620a30b73adab00ed8b3.jpg,,7.9,,4.804347826086956,46,"Soothe your teething baby with BeBecook Duo-Flavour Rice Rusk (Spinach)! Enjoy the great natural taste of organic korean white rice and spinach in every piece of this healthy cracker.The non-sticky and non-chewy snack dissolves easily in the mouth, and is the perfect no-mess food option for your little one. Easy-to-hold design encourages self-feeding through biting and chewing. Comes in a convenient resealable polybag. Suitable from 6 months. Made in South Korea. Net weight: 30g.","[8706, 10100747, 8718, 8721]",501196626,2k+ sold,RedMart,1000008313,110406,BebeCook,Singapore
Wakodo Baby Snacks +Ca Edamame Baby Biscuits (9+ Months),,https://sg-live-01.slatic.net/p/627d747863799b0aa1942b73fd7dcf0f.jpg,,5.65,,4.791666666666667,47,"Baby's snack + Ca calcium crackers. Using Japanese rice, shrimp, the taste of rice It is rice cracker which makes it super delicious. Soft texture that easily melts in the mouth. Size that is perfect for babies to grab hands-on. Fortified with Calcium and iron required for raising a healthy and strong child.","[8706, 10100747, 8718, 8721]",303830521,2k+ sold,RedMart,1000008313,63774,Wakodo,Singapore
Heinz Little Kids Banana And Mango Muesli With Greek Yoghurt Baby Food,,https://sg-live-01.slatic.net/p/075f08b9826e2ec8b2651bfb9abc8260.jpg,,3.15,,4.804878048780488,41,"A wholesome start to the day, made with a delicious combination of oats, yoghurt and fruit. Perfect for lunchboxes for your little ones on the go! Product of Australia. Imported by RedMart.","[8706, 10100747, 8718, 8720]",303054743,4k+ sold,RedMart,1000008313,85729,Heinz,Singapore
Dumex Mamil Gold Stage 4 Growing Up Kid Milk Formula - 1.6KG,,https://sg-test-11.slatic.net/p/34050fbe6e1f76c0d9be9d93608f2da9.jpg,,70.85,,4.804733727810651,169,"A new formula that is naturally sourced and made from milk produced by free roaming grass-fed cows. Designed by experts and co-created with a community of mothers, it is free from genetically modified organisms (GMOs) and colourings to be suitable for little tummies. Made in Europe. Specially formulated with unique prebiotic blend (GOS/lcFOS in ratio 9:1). It supports good gut health and natural defences. It also provides the right nutrition in a blend of more than 30 essential nutrients tailored to each stage of a child's key milestones.","[8706, 10100747, 8708, 8712]",301192065,5k+ sold,RedMart,1000008313,30360,Dumex,Singapore
